station_id,station_name,date,air_temp,average_wave_period,dominant_wave_period,wave_height
21418t,North Tokyo,2015-06-21,NA,NA,NA,NA
21418t,North Tokyo,2015-06-22,NA,NA,NA,NA
21418t,North Tokyo,2015-06-23,NA,NA,NA,NA
21418t,North Tokyo,2015-06-24,NA,NA,NA,NA
21418t,North Tokyo,2015-06-25,NA,NA,NA,NA
21418t,North Tokyo,2015-06-26,NA,NA,NA,NA
21418t,North Tokyo,2015-06-27,NA,NA,NA,NA
21418t,North Tokyo,2015-06-28,NA,NA,NA,NA
21418t,North Tokyo,2015-06-29,NA,NA,NA,NA
21418t,North Tokyo,2015-06-30,NA,NA,NA,NA
21418t,North Tokyo,2015-07-01,NA,NA,NA,NA
21418t,North Tokyo,2015-07-02,NA,NA,NA,NA
21418t,North Tokyo,2015-07-03,NA,NA,NA,NA
21418t,North Tokyo,2015-07-04,NA,NA,NA,NA
21418t,North Tokyo,2015-07-05,NA,NA,NA,NA
21418t,North Tokyo,2015-07-06,NA,NA,NA,NA
21418t,North Tokyo,2015-07-07,NA,NA,NA,NA
21418t,North Tokyo,2015-07-08,NA,NA,NA,NA
21418t,North Tokyo,2015-07-09,NA,NA,NA,NA
21418t,North Tokyo,2015-07-10,NA,NA,NA,NA
21418t,North Tokyo,2015-07-11,NA,NA,NA,NA
21418t,North Tokyo,2015-07-12,NA,NA,NA,NA
21418t,North Tokyo,2015-07-13,NA,NA,NA,NA
21418t,North Tokyo,2015-07-14,NA,NA,NA,NA
21418t,North Tokyo,2015-07-15,NA,NA,NA,NA
21418t,North Tokyo,2015-07-16,NA,NA,NA,NA
21418t,North Tokyo,2015-07-17,NA,NA,NA,NA
21418t,North Tokyo,2015-07-18,NA,NA,NA,NA
21418t,North Tokyo,2015-07-19,NA,NA,NA,NA
21418t,North Tokyo,2015-07-20,NA,NA,NA,NA
21418t,North Tokyo,2015-07-21,NA,NA,NA,NA
21418t,North Tokyo,2015-07-22,NA,NA,NA,NA
21418t,North Tokyo,2015-07-23,NA,NA,NA,NA
21418t,North Tokyo,2015-07-24,NA,NA,NA,NA
21418t,North Tokyo,2015-07-25,NA,NA,NA,NA
21418t,North Tokyo,2015-07-26,NA,NA,NA,NA
21418t,North Tokyo,2015-07-27,NA,NA,NA,NA
21418t,North Tokyo,2015-07-28,NA,NA,NA,NA
21418t,North Tokyo,2015-07-29,NA,NA,NA,NA
21418t,North Tokyo,2015-07-30,NA,NA,NA,NA
21418t,North Tokyo,2015-07-31,NA,NA,NA,NA
21418t,North Tokyo,2015-08-01,NA,NA,NA,NA
21418t,North Tokyo,2015-08-02,NA,NA,NA,NA
21418t,North Tokyo,2015-08-03,NA,NA,NA,NA
21418t,North Tokyo,2015-08-04,NA,NA,NA,NA
21418t,North Tokyo,2015-08-05,NA,NA,NA,NA
21418t,North Tokyo,2015-08-06,NA,NA,NA,NA
21418t,North Tokyo,2015-08-07,NA,NA,NA,NA
21418t,North Tokyo,2015-08-08,NA,NA,NA,NA
21418t,North Tokyo,2015-08-09,NA,NA,NA,NA
21418t,North Tokyo,2015-08-10,NA,NA,NA,NA
21418t,North Tokyo,2015-08-11,NA,NA,NA,NA
21418t,North Tokyo,2015-08-12,NA,NA,NA,NA
21418t,North Tokyo,2015-08-13,NA,NA,NA,NA
21418t,North Tokyo,2015-08-14,NA,NA,NA,NA
21418t,North Tokyo,2015-08-15,NA,NA,NA,NA
21418t,North Tokyo,2015-08-16,NA,NA,NA,NA
21418t,North Tokyo,2015-08-17,NA,NA,NA,NA
21418t,North Tokyo,2015-08-18,NA,NA,NA,NA
21418t,North Tokyo,2015-08-19,NA,NA,NA,NA
21418t,North Tokyo,2015-08-20,NA,NA,NA,NA
21418t,North Tokyo,2015-08-21,NA,NA,NA,NA
21418t,North Tokyo,2015-08-22,NA,NA,NA,NA
21418t,North Tokyo,2015-08-23,NA,NA,NA,NA
21418t,North Tokyo,2015-08-24,NA,NA,NA,NA
21418t,North Tokyo,2015-08-25,NA,NA,NA,NA
21418t,North Tokyo,2015-08-26,NA,NA,NA,NA
21418t,North Tokyo,2015-08-27,NA,NA,NA,NA
21418t,North Tokyo,2015-08-28,NA,NA,NA,NA
21418t,North Tokyo,2015-08-29,NA,NA,NA,NA
21418t,North Tokyo,2015-08-30,NA,NA,NA,NA
21418t,North Tokyo,2015-08-31,NA,NA,NA,NA
21418t,North Tokyo,2015-09-01,NA,NA,NA,NA
21418t,North Tokyo,2015-09-02,NA,NA,NA,NA
21418t,North Tokyo,2015-09-03,NA,NA,NA,NA
21418t,North Tokyo,2015-09-04,NA,NA,NA,NA
21418t,North Tokyo,2015-09-05,NA,NA,NA,NA
21418t,North Tokyo,2015-09-06,NA,NA,NA,NA
21418t,North Tokyo,2015-09-07,NA,NA,NA,NA
21418t,North Tokyo,2015-09-08,NA,NA,NA,NA
21418t,North Tokyo,2015-09-09,NA,NA,NA,NA
21418t,North Tokyo,2015-09-10,NA,NA,NA,NA
21418t,North Tokyo,2015-09-11,NA,NA,NA,NA
21418t,North Tokyo,2015-09-12,NA,NA,NA,NA
21418t,North Tokyo,2015-09-13,NA,NA,NA,NA
21418t,North Tokyo,2015-09-14,NA,NA,NA,NA
21418t,North Tokyo,2015-09-15,NA,NA,NA,NA
21418t,North Tokyo,2015-09-16,NA,NA,NA,NA
21418t,North Tokyo,2015-09-17,NA,NA,NA,NA
21418t,North Tokyo,2015-09-18,NA,NA,NA,NA
21418t,North Tokyo,2015-09-19,NA,NA,NA,68.19363636363605
21418t,North Tokyo,2015-09-20,NA,NA,NA,68.02286458333306
21418t,North Tokyo,2015-09-21,NA,NA,NA,67.9959687499997
21418t,North Tokyo,2015-09-22,NA,NA,NA,67.95955208333304
21418t,North Tokyo,2015-09-23,NA,NA,NA,67.9534791666664
21418t,North Tokyo,2015-09-24,NA,NA,NA,67.95028124999966
21418t,North Tokyo,2015-09-25,NA,NA,NA,67.96380208333308
21418t,North Tokyo,2015-09-26,NA,NA,NA,67.98952083333306
21418t,North Tokyo,2015-09-27,NA,NA,NA,68.00434374999968
21418t,North Tokyo,2015-09-28,NA,NA,NA,68.01665624999973
21418t,North Tokyo,2015-09-29,NA,NA,NA,68.0074479166664
21418t,North Tokyo,2015-09-30,NA,NA,NA,68.01258333333303
21418t,North Tokyo,2015-10-01,NA,NA,NA,68.01723958333305
21418t,North Tokyo,2015-10-02,NA,NA,NA,68.02932291666637
21418t,North Tokyo,2015-10-03,NA,NA,NA,68.01037499999971
21418t,North Tokyo,2015-10-04,NA,NA,NA,67.99153124999974
21418t,North Tokyo,2015-10-05,NA,NA,NA,67.9968229166664
21418t,North Tokyo,2015-10-06,NA,NA,NA,68.00967708333306
21418t,North Tokyo,2015-10-07,NA,NA,NA,67.96049999999971
21418t,North Tokyo,2015-10-08,NA,NA,NA,67.91386458333305
21418t,North Tokyo,2015-10-09,NA,NA,NA,67.96817708333305
21418t,North Tokyo,2015-10-10,NA,NA,NA,68.03683333333308
21418t,North Tokyo,2015-10-11,NA,NA,NA,68.0830729166664
21418t,North Tokyo,2015-10-12,NA,NA,NA,68.11690624999967
21418t,North Tokyo,2015-10-13,NA,NA,NA,68.13389583333307
21418t,North Tokyo,2015-10-14,NA,NA,NA,68.11922916666639
21418t,North Tokyo,2015-10-15,NA,NA,NA,68.0911770833331
21418t,North Tokyo,2015-10-16,NA,NA,NA,68.05958333333301
21418t,North Tokyo,2015-10-17,NA,NA,NA,68.03956249999976
21418t,North Tokyo,2015-10-18,NA,NA,NA,68.00952083333303
21418t,North Tokyo,2015-10-19,NA,NA,NA,67.9758854166664
21418t,North Tokyo,2015-10-20,NA,NA,NA,67.94610416666644
21418t,North Tokyo,2015-10-21,NA,NA,NA,67.94367708333307
21418t,North Tokyo,2015-10-22,NA,NA,NA,67.97081249999972
21418t,North Tokyo,2015-10-23,NA,NA,NA,68.00020833333305
21418t,North Tokyo,2015-10-24,NA,NA,NA,68.02436458333308
21418t,North Tokyo,2015-10-25,NA,NA,NA,68.03129166666642
21418t,North Tokyo,2015-10-26,NA,NA,NA,68.0548854166664
21418t,North Tokyo,2015-10-27,NA,NA,NA,68.09652083333306
21418t,North Tokyo,2015-10-28,NA,NA,NA,68.11395833333306
21418t,North Tokyo,2015-10-29,NA,NA,NA,68.10878124999972
21418t,North Tokyo,2015-10-30,NA,NA,NA,68.07815624999975
21418t,North Tokyo,2015-10-31,NA,NA,NA,68.06922916666635
21418t,North Tokyo,2015-11-01,NA,NA,NA,68.09023958333303
21418t,North Tokyo,2015-11-02,NA,NA,NA,68.09558333333307
21418t,North Tokyo,2015-11-03,NA,NA,NA,68.07865624999972
21418t,North Tokyo,2015-11-04,NA,NA,NA,68.08377083333305
21418t,North Tokyo,2015-11-05,NA,NA,NA,68.10940624999975
21418t,North Tokyo,2015-11-06,NA,NA,NA,68.13577083333301
21418t,North Tokyo,2015-11-07,NA,NA,NA,68.12551041666637
21418t,North Tokyo,2015-11-08,NA,NA,NA,68.13094791666639
21418t,North Tokyo,2015-11-09,NA,NA,NA,68.1321354166664
21418t,North Tokyo,2015-11-10,NA,NA,NA,68.13740624999973
21418t,North Tokyo,2015-11-11,NA,NA,NA,68.1439791666664
21418t,North Tokyo,2015-11-12,NA,NA,NA,68.14755208333305
21418t,North Tokyo,2015-11-13,NA,NA,NA,68.14643749999975
21418t,North Tokyo,2015-11-14,NA,NA,NA,69.89638659793786
21418t,North Tokyo,2015-11-15,NA,NA,NA,68.96177190082616
21418t,North Tokyo,2015-11-16,NA,NA,NA,69.01775690607707
21418t,North Tokyo,2015-11-17,NA,NA,NA,NA
21418t,North Tokyo,2015-11-18,NA,NA,NA,NA
21418t,North Tokyo,2015-11-19,NA,NA,NA,NA
21418t,North Tokyo,2015-11-20,NA,NA,NA,NA
21418t,North Tokyo,2015-11-21,NA,NA,NA,NA
21418t,North Tokyo,2015-11-22,NA,NA,NA,NA
21418t,North Tokyo,2015-11-23,NA,NA,NA,NA
21418t,North Tokyo,2015-11-24,NA,NA,NA,NA
21418t,North Tokyo,2015-11-25,NA,NA,NA,NA
21418t,North Tokyo,2015-11-26,NA,NA,NA,NA
21418t,North Tokyo,2015-11-27,NA,NA,NA,NA
21418t,North Tokyo,2015-11-28,NA,NA,NA,NA
21418t,North Tokyo,2015-11-29,NA,NA,NA,NA
21418t,North Tokyo,2015-11-30,NA,NA,NA,NA
21418t,North Tokyo,2015-12-01,NA,NA,NA,NA
21418t,North Tokyo,2015-12-02,NA,NA,NA,NA
21418t,North Tokyo,2015-12-03,NA,NA,NA,NA
21418t,North Tokyo,2015-12-04,NA,NA,NA,NA
21418t,North Tokyo,2015-12-05,NA,NA,NA,NA
21418t,North Tokyo,2015-12-06,NA,NA,NA,NA
21418t,North Tokyo,2015-12-07,NA,NA,NA,NA
21418t,North Tokyo,2015-12-08,NA,NA,NA,NA
21418t,North Tokyo,2015-12-09,NA,NA,NA,NA
21418t,North Tokyo,2015-12-10,NA,NA,NA,NA
21418t,North Tokyo,2015-12-11,NA,NA,NA,NA
21418t,North Tokyo,2015-12-12,NA,NA,NA,NA
21418t,North Tokyo,2015-12-13,NA,NA,NA,NA
21418t,North Tokyo,2015-12-14,NA,NA,NA,NA
21418t,North Tokyo,2015-12-15,NA,NA,NA,NA
21418t,North Tokyo,2015-12-16,NA,NA,NA,NA
21418t,North Tokyo,2015-12-17,NA,NA,NA,NA
21418t,North Tokyo,2015-12-18,NA,NA,NA,NA
21418t,North Tokyo,2015-12-19,NA,NA,NA,NA
21418t,North Tokyo,2015-12-20,NA,NA,NA,NA
21418t,North Tokyo,2015-12-21,NA,NA,NA,NA
21418t,North Tokyo,2015-12-22,NA,NA,NA,NA
21418t,North Tokyo,2015-12-23,NA,NA,NA,NA
21418t,North Tokyo,2015-12-24,NA,NA,NA,NA
21418t,North Tokyo,2015-12-25,NA,NA,NA,NA
21418t,North Tokyo,2015-12-26,NA,NA,NA,NA
21418t,North Tokyo,2015-12-27,NA,NA,NA,NA
21418t,North Tokyo,2015-12-28,NA,NA,NA,NA
21418t,North Tokyo,2015-12-29,NA,NA,NA,NA
21418t,North Tokyo,2015-12-30,NA,NA,NA,NA
21418t,North Tokyo,2015-12-31,NA,NA,NA,NA
21418t,North Tokyo,2016-01-01,NA,NA,NA,NA
21418t,North Tokyo,2016-01-02,NA,NA,NA,NA
21418t,North Tokyo,2016-01-03,NA,NA,NA,NA
21418t,North Tokyo,2016-01-04,NA,NA,NA,NA
21418t,North Tokyo,2016-01-05,NA,NA,NA,NA
21418t,North Tokyo,2016-01-06,NA,NA,NA,NA
21418t,North Tokyo,2016-01-07,NA,NA,NA,NA
21418t,North Tokyo,2016-01-08,NA,NA,NA,NA
21418t,North Tokyo,2016-01-09,NA,NA,NA,NA
21418t,North Tokyo,2016-01-10,NA,NA,NA,NA
21418t,North Tokyo,2016-01-11,NA,NA,NA,NA
21418t,North Tokyo,2016-01-12,NA,NA,NA,NA
21418t,North Tokyo,2016-01-13,NA,NA,NA,NA
21418t,North Tokyo,2016-01-14,NA,NA,NA,NA
21418t,North Tokyo,2016-01-15,NA,NA,NA,NA
21418t,North Tokyo,2016-01-16,NA,NA,NA,NA
21418t,North Tokyo,2016-01-17,NA,NA,NA,NA
21418t,North Tokyo,2016-01-18,NA,NA,NA,NA
21418t,North Tokyo,2016-01-19,NA,NA,NA,NA
21418t,North Tokyo,2016-01-20,NA,NA,NA,NA
21418t,North Tokyo,2016-01-21,NA,NA,NA,NA
21418t,North Tokyo,2016-01-22,NA,NA,NA,NA
21418t,North Tokyo,2016-01-23,NA,NA,NA,NA
21418t,North Tokyo,2016-01-24,NA,NA,NA,NA
21418t,North Tokyo,2016-01-25,NA,NA,NA,NA
21418t,North Tokyo,2016-01-26,NA,NA,NA,NA
21418t,North Tokyo,2016-01-27,NA,NA,NA,NA
21418t,North Tokyo,2016-01-28,NA,NA,NA,NA
21418t,North Tokyo,2016-01-29,NA,NA,NA,NA
21418t,North Tokyo,2016-01-30,NA,NA,NA,NA
21418t,North Tokyo,2016-01-31,NA,NA,NA,NA
21418t,North Tokyo,2016-02-01,NA,NA,NA,NA
21418t,North Tokyo,2016-02-02,NA,NA,NA,NA
21418t,North Tokyo,2016-02-03,NA,NA,NA,NA
21418t,North Tokyo,2016-02-04,NA,NA,NA,NA
21418t,North Tokyo,2016-02-05,NA,NA,NA,NA
21418t,North Tokyo,2016-02-06,NA,NA,NA,NA
21418t,North Tokyo,2016-02-07,NA,NA,NA,NA
21418t,North Tokyo,2016-02-08,NA,NA,NA,NA
21418t,North Tokyo,2016-02-09,NA,NA,NA,NA
21418t,North Tokyo,2016-02-10,NA,NA,NA,NA
21418t,North Tokyo,2016-02-11,NA,NA,NA,NA
21418t,North Tokyo,2016-02-12,NA,NA,NA,NA
21418t,North Tokyo,2016-02-13,NA,NA,NA,NA
21418t,North Tokyo,2016-02-14,NA,NA,NA,NA
21418t,North Tokyo,2016-02-15,NA,NA,NA,NA
21418t,North Tokyo,2016-02-16,NA,NA,NA,NA
21418t,North Tokyo,2016-02-17,NA,NA,NA,NA
21418t,North Tokyo,2016-02-18,NA,NA,NA,NA
21418t,North Tokyo,2016-02-19,NA,NA,NA,NA
21418t,North Tokyo,2016-02-20,NA,NA,NA,NA
21418t,North Tokyo,2016-02-21,NA,NA,NA,NA
21418t,North Tokyo,2016-02-22,NA,NA,NA,NA
21418t,North Tokyo,2016-02-23,NA,NA,NA,NA
21418t,North Tokyo,2016-02-24,NA,NA,NA,NA
21418t,North Tokyo,2016-02-25,NA,NA,NA,NA
21418t,North Tokyo,2016-02-26,NA,NA,NA,NA
21418t,North Tokyo,2016-02-27,NA,NA,NA,NA
21418t,North Tokyo,2016-02-28,NA,NA,NA,NA
21418t,North Tokyo,2016-02-29,NA,NA,NA,NA
21418t,North Tokyo,2016-03-01,NA,NA,NA,NA
21418t,North Tokyo,2016-03-02,NA,NA,NA,NA
21418t,North Tokyo,2016-03-03,NA,NA,NA,NA
21418t,North Tokyo,2016-03-04,NA,NA,NA,NA
21418t,North Tokyo,2016-03-05,NA,NA,NA,NA
21418t,North Tokyo,2016-03-06,NA,NA,NA,NA
21418t,North Tokyo,2016-03-07,NA,NA,NA,NA
21418t,North Tokyo,2016-03-08,NA,NA,NA,NA
21418t,North Tokyo,2016-03-09,NA,NA,NA,NA
21418t,North Tokyo,2016-03-10,NA,NA,NA,NA
21418t,North Tokyo,2016-03-11,NA,NA,NA,NA
21418t,North Tokyo,2016-03-12,NA,NA,NA,NA
21418t,North Tokyo,2016-03-13,NA,NA,NA,NA
21418t,North Tokyo,2016-03-14,NA,NA,NA,NA
21418t,North Tokyo,2016-03-15,NA,NA,NA,NA
21418t,North Tokyo,2016-03-16,NA,NA,NA,NA
21418t,North Tokyo,2016-03-17,NA,NA,NA,NA
21418t,North Tokyo,2016-03-18,NA,NA,NA,NA
21418t,North Tokyo,2016-03-19,NA,NA,NA,NA
21418t,North Tokyo,2016-03-20,NA,NA,NA,NA
21418t,North Tokyo,2016-03-21,NA,NA,NA,NA
21418t,North Tokyo,2016-03-22,NA,NA,NA,NA
21418t,North Tokyo,2016-03-23,NA,NA,NA,NA
21418t,North Tokyo,2016-03-24,NA,NA,NA,NA
21418t,North Tokyo,2016-03-25,NA,NA,NA,NA
21418t,North Tokyo,2016-03-26,NA,NA,NA,NA
21418t,North Tokyo,2016-03-27,NA,NA,NA,NA
21418t,North Tokyo,2016-03-28,NA,NA,NA,NA
21418t,North Tokyo,2016-03-29,NA,NA,NA,NA
21418t,North Tokyo,2016-03-30,NA,NA,NA,NA
21418t,North Tokyo,2016-03-31,NA,NA,NA,NA
21418t,North Tokyo,2016-04-01,NA,NA,NA,NA
21418t,North Tokyo,2016-04-02,NA,NA,NA,NA
21418t,North Tokyo,2016-04-03,NA,NA,NA,NA
21418t,North Tokyo,2016-04-04,NA,NA,NA,NA
21418t,North Tokyo,2016-04-05,NA,NA,NA,NA
21418t,North Tokyo,2016-04-06,NA,NA,NA,NA
21418t,North Tokyo,2016-04-07,NA,NA,NA,NA
21418t,North Tokyo,2016-04-08,NA,NA,NA,NA
21418t,North Tokyo,2016-04-09,NA,NA,NA,NA
21418t,North Tokyo,2016-04-10,NA,NA,NA,NA
21418t,North Tokyo,2016-04-11,NA,NA,NA,NA
21418t,North Tokyo,2016-04-12,NA,NA,NA,NA
21418t,North Tokyo,2016-04-13,NA,NA,NA,NA
21418t,North Tokyo,2016-04-14,NA,NA,NA,NA
21418t,North Tokyo,2016-04-15,NA,NA,NA,NA
21418t,North Tokyo,2016-04-16,NA,NA,NA,NA
21418t,North Tokyo,2016-04-17,NA,NA,NA,NA
21418t,North Tokyo,2016-04-18,NA,NA,NA,NA
21418t,North Tokyo,2016-04-19,NA,NA,NA,NA
21418t,North Tokyo,2016-04-20,NA,NA,NA,NA
21418t,North Tokyo,2016-04-21,NA,NA,NA,NA
21418t,North Tokyo,2016-04-22,NA,NA,NA,NA
21418t,North Tokyo,2016-04-23,NA,NA,NA,NA
21418t,North Tokyo,2016-04-24,NA,NA,NA,NA
21418t,North Tokyo,2016-04-25,NA,NA,NA,NA
21418t,North Tokyo,2016-04-26,NA,NA,NA,NA
21418t,North Tokyo,2016-04-27,NA,NA,NA,NA
21418t,North Tokyo,2016-04-28,NA,NA,NA,NA
21418t,North Tokyo,2016-04-29,NA,NA,NA,NA
21418t,North Tokyo,2016-04-30,NA,NA,NA,NA
21418t,North Tokyo,2016-05-01,NA,NA,NA,NA
21418t,North Tokyo,2016-05-02,NA,NA,NA,NA
21418t,North Tokyo,2016-05-03,NA,NA,NA,NA
21418t,North Tokyo,2016-05-04,NA,NA,NA,NA
21418t,North Tokyo,2016-05-05,NA,NA,NA,NA
21418t,North Tokyo,2016-05-06,NA,NA,NA,NA
21418t,North Tokyo,2016-05-07,NA,NA,NA,NA
21418t,North Tokyo,2016-05-08,NA,NA,NA,NA
21418t,North Tokyo,2016-05-09,NA,NA,NA,NA
21418t,North Tokyo,2016-05-10,NA,NA,NA,NA
21418t,North Tokyo,2016-05-11,NA,NA,NA,NA
21418t,North Tokyo,2016-05-12,NA,NA,NA,NA
21418t,North Tokyo,2016-05-13,NA,NA,NA,NA
21418t,North Tokyo,2016-05-14,NA,NA,NA,NA
21418t,North Tokyo,2016-05-15,NA,NA,NA,NA
21418t,North Tokyo,2016-05-16,NA,NA,NA,NA
21418t,North Tokyo,2016-05-17,NA,NA,NA,NA
21418t,North Tokyo,2016-05-18,NA,NA,NA,NA
21418t,North Tokyo,2016-05-19,NA,NA,NA,NA
21418t,North Tokyo,2016-05-20,NA,NA,NA,NA
21418t,North Tokyo,2016-05-21,NA,NA,NA,NA
21418t,North Tokyo,2016-05-22,NA,NA,NA,NA
21418t,North Tokyo,2016-05-23,NA,NA,NA,NA
21418t,North Tokyo,2016-05-24,NA,NA,NA,NA
21418t,North Tokyo,2016-05-25,NA,NA,NA,NA
21418t,North Tokyo,2016-05-26,NA,NA,NA,NA
21418t,North Tokyo,2016-05-27,NA,NA,NA,NA
21418t,North Tokyo,2016-05-28,NA,NA,NA,NA
21418t,North Tokyo,2016-05-29,NA,NA,NA,NA
21418t,North Tokyo,2016-05-30,NA,NA,NA,NA
21418t,North Tokyo,2016-05-31,NA,NA,NA,NA
21418t,North Tokyo,2016-06-01,NA,NA,NA,NA
21418t,North Tokyo,2016-06-02,NA,NA,NA,NA
21418t,North Tokyo,2016-06-03,NA,NA,NA,NA
21418t,North Tokyo,2016-06-04,NA,NA,NA,NA
21418t,North Tokyo,2016-06-05,NA,NA,NA,NA
21418t,North Tokyo,2016-06-06,NA,NA,NA,NA
21418t,North Tokyo,2016-06-07,NA,NA,NA,NA
21418t,North Tokyo,2016-06-08,NA,NA,NA,NA
21418t,North Tokyo,2016-06-09,NA,NA,NA,NA
21418t,North Tokyo,2016-06-10,NA,NA,NA,NA
21418t,North Tokyo,2016-06-11,NA,NA,NA,NA
21418t,North Tokyo,2016-06-12,NA,NA,NA,NA
21418t,North Tokyo,2016-06-13,NA,NA,NA,NA
21418t,North Tokyo,2016-06-14,NA,NA,NA,NA
21418t,North Tokyo,2016-06-15,NA,NA,NA,NA
21418t,North Tokyo,2016-06-16,NA,NA,NA,NA
21418t,North Tokyo,2016-06-17,NA,NA,NA,NA
21418t,North Tokyo,2016-06-18,NA,NA,NA,NA
21418t,North Tokyo,2016-06-19,NA,NA,NA,NA
21418t,North Tokyo,2016-06-20,NA,NA,NA,NA
21418t,North Tokyo,2016-06-21,NA,NA,NA,NA
21418t,North Tokyo,2016-06-22,NA,NA,NA,NA
21418t,North Tokyo,2016-06-23,NA,NA,NA,NA
21418t,North Tokyo,2016-06-24,NA,NA,NA,NA
21418t,North Tokyo,2016-06-25,NA,NA,NA,NA
21418t,North Tokyo,2016-06-26,NA,NA,NA,NA
21418t,North Tokyo,2016-06-27,NA,NA,NA,NA
21418t,North Tokyo,2016-06-28,NA,NA,NA,NA
21418t,North Tokyo,2016-06-29,NA,NA,NA,NA
21418t,North Tokyo,2016-06-30,NA,NA,NA,NA
21418t,North Tokyo,2016-07-01,NA,NA,NA,NA
21418t,North Tokyo,2016-07-02,NA,NA,NA,NA
21418t,North Tokyo,2016-07-03,NA,NA,NA,NA
21418t,North Tokyo,2016-07-04,NA,NA,NA,NA
21418t,North Tokyo,2016-07-05,NA,NA,NA,NA
21418t,North Tokyo,2016-07-06,NA,NA,NA,NA
21418t,North Tokyo,2016-07-07,NA,NA,NA,NA
21418t,North Tokyo,2016-07-08,NA,NA,NA,NA
21418t,North Tokyo,2016-07-09,NA,NA,NA,NA
21418t,North Tokyo,2016-07-10,NA,NA,NA,NA
21418t,North Tokyo,2016-07-11,NA,NA,NA,NA
21418t,North Tokyo,2016-07-12,NA,NA,NA,NA
21418t,North Tokyo,2016-07-13,NA,NA,NA,NA
21418t,North Tokyo,2016-07-14,NA,NA,NA,NA
21418t,North Tokyo,2016-07-15,NA,NA,NA,NA
21418t,North Tokyo,2016-07-16,NA,NA,NA,NA
21418t,North Tokyo,2016-07-17,NA,NA,NA,NA
21418t,North Tokyo,2016-07-18,NA,NA,NA,NA
21418t,North Tokyo,2016-07-19,NA,NA,NA,NA
21418t,North Tokyo,2016-07-20,NA,NA,NA,49.79581249999973
21418t,North Tokyo,2016-07-21,NA,NA,NA,NA
21418t,North Tokyo,2016-07-22,NA,NA,NA,NA
21418t,North Tokyo,2016-07-23,NA,NA,NA,NA
21418t,North Tokyo,2016-07-24,NA,NA,NA,NA
21418t,North Tokyo,2016-07-25,NA,NA,NA,NA
21418t,North Tokyo,2016-07-26,NA,NA,NA,NA
21418t,North Tokyo,2016-07-27,NA,NA,NA,NA
21418t,North Tokyo,2016-07-28,NA,NA,NA,NA
21418t,North Tokyo,2016-07-29,NA,NA,NA,NA
21418t,North Tokyo,2016-07-30,NA,NA,NA,NA
21418t,North Tokyo,2016-07-31,NA,NA,NA,NA
21418t,North Tokyo,2016-08-01,NA,NA,NA,NA
21418t,North Tokyo,2016-08-02,NA,NA,NA,NA
21418t,North Tokyo,2016-08-03,NA,NA,NA,NA
21418t,North Tokyo,2016-08-04,NA,NA,NA,NA
21418t,North Tokyo,2016-08-05,NA,NA,NA,NA
21418t,North Tokyo,2016-08-06,NA,NA,NA,NA
21418t,North Tokyo,2016-08-07,NA,NA,NA,NA
21418t,North Tokyo,2016-08-08,NA,NA,NA,NA
21418t,North Tokyo,2016-08-09,NA,NA,NA,NA
21418t,North Tokyo,2016-08-10,NA,NA,NA,NA
21418t,North Tokyo,2016-08-11,NA,NA,NA,NA
21418t,North Tokyo,2016-08-12,NA,NA,NA,NA
21418t,North Tokyo,2016-08-13,NA,NA,NA,NA
21418t,North Tokyo,2016-08-14,NA,NA,NA,NA
21418t,North Tokyo,2016-08-15,NA,NA,NA,NA
21418t,North Tokyo,2016-08-16,NA,NA,NA,NA
21418t,North Tokyo,2016-08-17,NA,NA,NA,NA
21418t,North Tokyo,2016-08-18,NA,NA,NA,NA
21418t,North Tokyo,2016-08-19,NA,NA,NA,NA
21418t,North Tokyo,2016-08-20,NA,NA,NA,NA
21418t,North Tokyo,2016-08-21,NA,NA,NA,NA
21418t,North Tokyo,2016-08-22,NA,NA,NA,NA
21418t,North Tokyo,2016-08-23,NA,NA,NA,NA
21418t,North Tokyo,2016-08-24,NA,NA,NA,NA
21418t,North Tokyo,2016-08-25,NA,NA,NA,NA
21418t,North Tokyo,2016-08-26,NA,NA,NA,NA
21418t,North Tokyo,2016-08-27,NA,NA,NA,NA
21418t,North Tokyo,2016-08-28,NA,NA,NA,NA
21418t,North Tokyo,2016-08-29,NA,NA,NA,NA
21418t,North Tokyo,2016-08-30,NA,NA,NA,NA
21418t,North Tokyo,2016-08-31,NA,NA,NA,NA
21418t,North Tokyo,2016-09-01,NA,NA,NA,NA
21418t,North Tokyo,2016-09-02,NA,NA,NA,NA
21418t,North Tokyo,2016-09-03,NA,NA,NA,NA
21418t,North Tokyo,2016-09-04,NA,NA,NA,NA
21418t,North Tokyo,2016-09-05,NA,NA,NA,NA
21418t,North Tokyo,2016-09-06,NA,NA,NA,NA
21418t,North Tokyo,2016-09-07,NA,NA,NA,NA
21418t,North Tokyo,2016-09-08,NA,NA,NA,NA
21418t,North Tokyo,2016-09-09,NA,NA,NA,NA
21418t,North Tokyo,2016-09-10,NA,NA,NA,NA
21418t,North Tokyo,2016-09-11,NA,NA,NA,NA
21418t,North Tokyo,2016-09-12,NA,NA,NA,NA
21418t,North Tokyo,2016-09-13,NA,NA,NA,NA
21418t,North Tokyo,2016-09-14,NA,NA,NA,NA
21418t,North Tokyo,2016-09-15,NA,NA,NA,NA
21418t,North Tokyo,2016-09-16,NA,NA,NA,NA
21418t,North Tokyo,2016-09-17,NA,NA,NA,NA
